Species_BirdTree,Migration,Ref.1_max.elevation,Ref.1_min.elevation,Ref.2_max.elevation,Ref.2_min.elevation,Updated_max.elevation,Updated_min.elevation,Source_updated.elevation
Melanitta nigra,3,NA,NA,700,0,700,0,del Hoyo (2020)
Melanitta perspicillata,3,NA,NA,1200,0,1700,0,del Hoyo (2020)
Melanocharis arfakiana,1,NA,NA,1200,640,NA,NA,NA
Melanocharis crassirostris,1,2700,850,2700,850,NA,NA,NA
Melanocharis longicauda,1,2100,700,2100,700,NA,NA,NA
Melanocharis nigra,1,1450,0,1450,0,NA,NA,NA
Melanocharis striativentris,1,2600,500,2300,1150,2600,500,del Hoyo (2020)
Melanocharis versteri,1,3680,1250,3680,1700,3700,1200,del Hoyo (2020)
Melanochlora sultanea,1,NA,NA,2000,0,NA,NA,NA
Melanocorypha bimaculata,3,2700,NA,2700,1200,2700,0,del Hoyo (2020)
Melanocorypha calandra,2,2000,NA,2000,0,2000,0,del Hoyo (2020)
Melanocorypha leucoptera,3,NA,NA,600,0,700,100,del Hoyo (2020)
Melanocorypha maxima,1,4600,3200,4600,4300,4600,3200,del Hoyo (2020)
Melanocorypha mongolica,2,NA,NA,3200,600,3300,0,del Hoyo (2020)
Melanocorypha yeltoniensis,2,NA,NA,400,0,400,0,del Hoyo (2020)
Melanodera melanodera,2,500,0,500,0,NA,NA,NA
Melanodera xanthogramma,2,3500,0,3000,1500,3500,0,del Hoyo (2020)
Melanodryas cucullata,1,NA,NA,700,0,NA,NA,NA
Melanodryas vittata,1,1200,0,1200,0,NA,NA,NA
Melanopareia elegans,1,2400,NA,2200,0,NA,NA,NA
Melanopareia maranonica,1,750,200,1000,200,NA,NA,NA
Melanopareia maximiliani,1,2950,1200,2950,1200,NA,NA,NA
Melanopareia torquata,1,1000,NA,1000,0,NA,NA,NA
Melanoperdix niger,1,NA,NA,1200,0,NA,NA,NA
Melanoptila glabrirostris,1,NA,NA,NA,NA,200,0,del Hoyo (2020)
Melanospiza richardsoni,1,950,0,NA,NA,NA,NA,NA
Melanotis caerulescens,1,3000,0,3000,0,NA,NA,NA
Melanotis hypoleucus,1,3000,900,3000,1000,NA,NA,NA
Meleagris gallopavo,1,2500,0,2100,0,2100,0,del Hoyo (2020)
Meleagris ocellata,1,NA,NA,300,0,NA,NA,NA
Melichneutes robustus,2,2000,NA,2000,0,2000,0,del Hoyo (2020)
Melidectes belfordi,1,4000,1400,4000,1400,NA,NA,NA
Melidectes foersteri,1,3700,1600,3700,1600,NA,NA,NA
Melidectes fuscus,1,3720,2200,3720,2200,NA,NA,NA
Melidectes leucostephes,1,1800,900,1800,900,NA,NA,NA
Melidectes nouhuysi,1,4500,3050,4500,3050,NA,NA,NA
Melidectes ochromelas,1,2000,770,2000,770,NA,NA,NA
Melidectes princeps,1,4200,2750,4200,2750,NA,NA,NA
Melidectes rufocrissalis,1,2450,1100,2450,1280,NA,NA,NA
Melidectes sclateri,2,900,0,NA,NA,NA,NA,NA
Melidectes torquatus,1,2200,750,2200,900,NA,NA,NA
Melidectes whitemanensis,2,1740,900,1800,900,NA,NA,NA
Melidora macrorrhina,1,1280,NA,1280,0,NA,NA,NA
Melierax canorus,1,NA,NA,2000,0,NA,NA,NA
Melierax gabar,2,NA,NA,2000,0,2700,0,del Hoyo (2020)
Melierax metabates,1,NA,NA,3000,0,NA,NA,NA
Melierax poliopterus,1,NA,NA,1600,0,NA,NA,NA
Melignomon eisentrauti,1,NA,NA,750,0,NA,NA,NA
Melignomon zenkeri,1,1530,NA,1530,0,NA,NA,NA
Melilestes megarhynchus,1,2120,0,1500,0,2200,0,del Hoyo (2020)
Meliphaga albilineata,1,NA,NA,NA,NA,200,0,del Hoyo (2020)
Meliphaga albonotata,1,1950,0,1950,0,NA,NA,NA
Meliphaga analoga,1,1450,0,1450,0,NA,NA,NA
Meliphaga aruensis,1,1400,0,1400,0,NA,NA,NA
Meliphaga flavirictus,1,1400,0,1400,0,NA,NA,NA
Meliphaga gracilis,1,900,0,500,0,1200,0,del Hoyo (2020)
Meliphaga lewinii,1,1000,0,1000,0,NA,NA,NA
Meliphaga mimikae,1,1800,0,1800,0,NA,NA,NA
Meliphaga montana,1,1500,360,1500,400,NA,NA,NA
Meliphaga notata,2,NA,NA,600,0,1000,0,del Hoyo (2020)
Meliphaga orientalis,1,2100,550,2100,550,NA,NA,NA
Meliphaga reticulata,1,1300,0,NA,NA,NA,NA,NA
Meliphaga vicina,1,NA,NA,NA,NA,800,600,del Hoyo (2020)
Melipotes ater,1,3300,1200,3300,1200,NA,NA,NA
Melipotes fumigatus,1,4200,1100,4200,750,4200,700,del Hoyo (2020)
Melipotes gymnops,1,2700,1200,2700,1200,NA,NA,NA
Melithreptus affinis,1,1200,0,1200,0,NA,NA,NA
Melithreptus albogularis,1,800,0,800,0,NA,NA,NA
Melithreptus brevirostris,1,NA,NA,800,0,NA,NA,NA
Melithreptus gularis,1,NA,NA,700,0,NA,NA,NA
Melithreptus lunatus,1,NA,NA,1000,0,NA,NA,NA
Melithreptus validirostris,1,NA,NA,1100,0,NA,NA,NA
Melitograis gilolensis,1,2130,0,NA,NA,NA,NA,NA
Mellisuga helenae,1,NA,NA,500,0,NA,NA,NA
Mellisuga minima,1,NA,NA,1100,0,NA,NA,NA
Melocichla mentalis,1,2500,500,2500,500,NA,NA,NA
Melophus lathami,2,2440,NA,2440,0,3100,0,del Hoyo (2020)
Melopsittacus undulatus,2,NA,NA,700,0,700,0,del Hoyo (2020)
Melopyrrha nigra,1,900,0,900,0,NA,NA,NA
Melospiza georgiana,3,1800,0,1800,0,NA,NA,NA
Melospiza lincolnii,3,3000,0,3000,0,NA,NA,NA
Melospiza melodia,2,2500,0,2500,0,NA,NA,NA
Melozone biarcuata,1,NA,NA,2900,0,NA,NA,NA
Melozone cabanisi,1,NA,NA,3000,100,NA,NA,NA
Melozone kieneri,1,2000,0,2000,0,NA,NA,NA
Melozone leucotis,1,2000,500,2000,500,NA,NA,NA
Menura alberti,1,NA,NA,2200,300,NA,NA,NA
Menura novaehollandiae,1,NA,NA,1300,0,NA,NA,NA
Merganetta armata,1,4500,0,4500,300,NA,NA,NA
Mergellus albellus,3,NA,NA,400,0,800,0,del Hoyo (2020)
Mergus merganser,3,1900,0,3350,0,3400,0,del Hoyo (2020)
Mergus octosetaceus,1,NA,NA,1400,200,NA,NA,NA
Mergus serrator,3,NA,NA,850,0,2500,0,del Hoyo (2020)
Mergus squamatus,3,900,0,900,0,NA,NA,NA
Meropogon forsteni,1,1850,0,1850,0,NA,NA,NA
Merops albicollis,2,NA,NA,1500,0,3000,0,del Hoyo (2020)
Merops apiaster,3,NA,NA,3000,0,3000,0,del Hoyo (2020)
Merops boehmi,1,NA,NA,1600,50,NA,NA,NA
Merops breweri,1,NA,NA,NA,NA,400,0,del Hoyo (2020)
Merops bullockoides,1,NA,NA,2000,0,NA,NA,NA
Merops bulocki,1,NA,NA,2000,0,NA,NA,NA
Merops gularis,1,NA,NA,2000,500,NA,NA,NA
Merops hirundineus,1,NA,NA,1500,0,NA,NA,NA
Merops leschenaulti,1,NA,NA,1600,0,NA,NA,NA
Merops malimbicus,1,NA,NA,400,0,NA,NA,NA
Merops muelleri,1,1200,0,2200,300,1200,0,del Hoyo (2020)
Merops nubicoides,2,NA,NA,2200,0,2200,0,del Hoyo (2020)
Merops nubicus,2,NA,NA,1250,0,1500,0,del Hoyo (2020)
Merops oreobates,1,3000,1300,2300,1800,3000,1300,del Hoyo (2020)
Merops orientalis,1,2000,0,2000,0,NA,NA,NA
Merops ornatus,3,NA,NA,200,0,2000,0,del Hoyo (2020)
Merops persicus,3,NA,NA,1500,0,2400,0,del Hoyo (2020)
Merops philippinus,3,NA,NA,1525,0,1200,0,del Hoyo (2020)
Merops pusillus,1,NA,NA,5000,0,NA,NA,NA
Merops revoilii,1,NA,NA,1000,0,NA,NA,NA
Merops superciliosus,2,1500,0,1500,0,NA,NA,NA
Merops variegatus,1,3200,NA,2100,0,3200,0,del Hoyo (2020)
Merops viridis,1,650,0,670,0,NA,NA,NA
Merulaxis ater,1,1800,100,1800,100,NA,NA,NA
Merulaxis stresemanni,1,200,NA,NA,NA,200,0,del Hoyo (2020)
Mesembrinibis cayennensis,1,NA,NA,1200,0,NA,NA,NA
Mesitornis unicolor,1,1100,0,1200,0,NA,NA,NA
Mesitornis variegatus,1,NA,NA,150,0,NA,NA,NA
Mesophoyx intermedia,2,1450,0,1450,0,NA,NA,NA
Mesopicos elliotii,1,NA,NA,2320,0,NA,NA,NA
Mesopicos goertae,1,NA,NA,2000,500,NA,NA,NA
Mesopicos griseocephalus,1,NA,NA,3750,75,NA,NA,NA
Metabolus rugensis,1,435,0,NA,NA,NA,NA,NA
Metallura aeneocauda,1,3600,2500,3600,2500,NA,NA,NA
Metallura baroni,1,3700,3150,3800,3100,NA,NA,NA
Metallura eupogon,1,4000,2900,3800,3100,NA,NA,NA
Metallura iracunda,1,3200,2800,NA,NA,NA,NA,NA
Metallura odomae,1,3350,2600,3400,2600,NA,NA,NA
Metallura phoebe,1,4500,1500,4500,1500,NA,NA,NA
Metallura theresiae,1,3800,2900,3550,2800,NA,NA,NA
Metallura tyrianthina,1,4200,1500,4200,1500,NA,NA,NA
Metallura williami,1,4000,2100,3800,2800,4000,2100,del Hoyo (2020)
Metopidius indicus,1,NA,NA,1000,0,NA,NA,NA
Metopothrix aurantiaca,1,NA,NA,1100,0,NA,NA,NA
Metriopelia aymara,1,5000,300,5000,2800,5000,300,del Hoyo (2020)
Metriopelia ceciliae,1,4500,NA,4500,500,NA,NA,NA
Metriopelia melanoptera,2,4900,NA,4800,1000,NA,NA,NA
Metriopelia morenoi,1,3200,1800,1800,0,3200,1800,del Hoyo (2020)
Micrastur buckleyi,1,1800,NA,1350,0,1800,0,del Hoyo (2020)
Micrastur gilvicollis,1,1600,0,1600,0,NA,NA,NA
Micrastur mintoni,1,NA,NA,NA,NA,300,0,del Hoyo (2020)
Micrastur mirandollei,1,NA,NA,500,0,NA,NA,NA
Micrastur plumbeus,1,1000,20,1200,0,NA,NA,NA
Micrastur ruficollis,1,2500,0,2500,0,NA,NA,NA
Micrastur semitorquatus,1,1950,0,2500,0,2000,0,del Hoyo (2020)
Micrathene whitneyi,3,2000,0,2000,0,NA,NA,NA
Microbates cinereiventris,1,750,NA,1300,0,800,0,del Hoyo (2020)
Microbates collaris,1,500,NA,900,0,500,0,del Hoyo (2020)
Microcerculus bambla,1,1500,0,1600,0,NA,NA,NA
Microcerculus marginatus,1,3100,0,1700,0,3100,0,del Hoyo (2020)
Microcerculus philomela,1,1800,0,1200,0,1800,0,del Hoyo (2020)
Microcerculus ustulatus,1,2100,860,2100,860,NA,NA,NA
Microchera albocoronata,1,1650,300,1650,300,NA,NA,NA
Microdynamis parva,2,1450,NA,1450,0,1500,0,del Hoyo (2020)
Microeca fascinans,3,NA,NA,900,0,800,0,del Hoyo (2020)
Microeca flavigaster,1,1460,0,1460,0,NA,NA,NA
Microeca flavovirescens,1,1500,NA,1500,0,NA,NA,NA
Microeca griseoceps,1,2300,550,1400,550,2300,0,del Hoyo (2020)
Microeca hemixantha,1,NA,NA,NA,NA,200,0,del Hoyo (2020)
Microeca papuana,1,3500,1100,3500,1100,NA,NA,NA
Microhierax caerulescens,1,900,0,1700,0,2000,0,del Hoyo (2020)
Microhierax erythrogenys,1,1200,300,1500,300,1500,0,del Hoyo (2020)
Microhierax fringillarius,1,1300,0,1500,0,NA,NA,NA
Microhierax latifrons,1,1200,0,1300,0,NA,NA,NA
Microhierax melanoleucos,1,NA,NA,1500,0,NA,NA,NA
Microligea palustris,2,NA,NA,2100,0,3000,0,del Hoyo (2020)
Micromacronus leytensis,1,NA,NA,500,0,NA,NA,NA
Micromacronus sordidus,1,NA,NA,1670,600,NA,NA,NA
Micromonacha lanceolata,1,2100,300,2100,0,2100,300,del Hoyo (2020)
Microparra capensis,2,NA,NA,3000,1750,3000,0,del Hoyo (2020)
Micropsitta bruijnii,1,2300,1000,2300,500,2300,500,del Hoyo (2020)
Micropsitta finschii,1,1000,500,1000,500,NA,NA,NA
Micropsitta geelvinkiana,1,300,0,NA,NA,NA,NA,NA
Micropsitta keiensis,1,550,0,250,0,NA,NA,NA
Micropsitta meeki,1,NA,NA,NA,NA,1500,0,del Hoyo (2020)
Micropsitta pusio,1,800,0,800,0,NA,NA,NA
Micropygia schomburgkii,2,1400,0,1400,0,NA,NA,NA
Microrhopias quixensis,1,1100,0,1400,0,1100,0,del Hoyo (2020)
Microstilbon burmeisteri,2,2600,1600,2000,1600,2600,1100,del Hoyo (2020)
Miliaria calandra,2,2600,0,2600,0,NA,NA,NA
Milvago chimachima,1,NA,NA,2500,0,NA,NA,NA
Milvago chimango,2,NA,NA,3000,0,4000,0,del Hoyo (2020)
Milvus migrans,3,4000,0,4000,0,NA,NA,NA
Milvus milvus,2,2500,NA,2500,0,2500,0,del Hoyo (2020)
Mimizuku gurneyi,1,1200,0,1500,0,1500,0,del Hoyo (2020)
Mimus dorsalis,1,4200,1700,3500,2300,4200,1700,del Hoyo (2020)
Mimus gilvus,1,3100,0,2800,0,NA,NA,NA
Mimus graysoni,1,NA,NA,NA,NA,900,300,del Hoyo (2020)
Mimus gundlachii,1,NA,NA,NA,NA,100,0,del Hoyo (2020)
Mimus longicaudatus,1,2450,NA,2600,0,NA,NA,NA
Mimus macdonaldi,1,NA,NA,NA,NA,200,0,del Hoyo (2020)
Mimus melanotis,1,NA,NA,NA,NA,800,0,del Hoyo (2020)
Mimus parvulus,1,NA,NA,NA,NA,900,0,del Hoyo (2020)
Mimus patagonicus,2,1800,0,1800,0,NA,NA,NA
Mimus polyglottos,3,NA,NA,3000,0,3000,0,del Hoyo (2020)
Mimus saturninus,2,2500,NA,2500,0,2500,0,del Hoyo (2020)
Mimus thenca,2,2200,0,2200,0,NA,NA,NA
Mimus trifasciatus,1,NA,NA,NA,NA,200,0,del Hoyo (2020)
Mimus triurus,2,2600,NA,2600,0,2600,0,del Hoyo (2020)
Minla cyanouroptera,1,3000,200,3000,250,NA,NA,NA
Minla ignotincta,1,3750,200,3750,300,NA,NA,NA
Minla strigula,1,3750,1300,3750,1800,3800,1300,del Hoyo (2020)
Mino anais,1,600,NA,600,0,NA,NA,NA
Mino dumontii,1,1800,NA,1800,0,NA,NA,NA
Mionectes macconnelli,1,2400,NA,2400,0,NA,NA,NA
Mionectes oleagineus,1,1800,NA,1800,0,NA,NA,NA
Mionectes olivaceus,1,3000,0,3000,0,NA,NA,NA
Mionectes rufiventris,1,1000,0,1000,0,NA,NA,NA
Mionectes striaticollis,1,3400,600,3400,500,NA,NA,NA
Mirafra affinis,2,1500,NA,1500,0,1500,0,del Hoyo (2020)
Mirafra africana,2,3000,0,3000,0,NA,NA,NA
Mirafra africanoides,1,NA,NA,2000,500,NA,NA,NA
Mirafra albicauda,1,NA,NA,2000,500,NA,NA,NA
Mirafra alopex,1,1800,500,1800,500,NA,NA,NA
Mirafra angolensis,1,NA,NA,1800,800,NA,NA,NA
Mirafra apiata,1,NA,NA,1100,0,NA,NA,NA
Mirafra ashi,1,NA,NA,NA,NA,100,0,del Hoyo (2020)
Mirafra assamica,1,NA,NA,275,0,NA,NA,NA
Mirafra cantillans,1,NA,NA,2000,0,NA,NA,NA
Mirafra cheniana,1,NA,NA,1700,600,NA,NA,NA
Mirafra collaris,1,NA,NA,1500,1000,NA,NA,NA
Mirafra cordofanica,1,NA,NA,NA,NA,300,0,del Hoyo (2020)
Mirafra erythrocephala,1,900,0,900,0,NA,NA,NA
Mirafra erythroptera,1,NA,NA,900,0,NA,NA,NA
Mirafra gilletti,1,1500,0,1500,0,NA,NA,NA
Mirafra hova,1,2500,0,2500,0,NA,NA,NA
Mirafra hypermetra,1,1350,NA,1350,0,NA,NA,NA
Mirafra javanica,1,1680,NA,1680,0,NA,NA,NA
Mirafra microptera,1,NA,NA,700,0,NA,NA,NA
Mirafra passerina,1,NA,NA,1600,100,NA,NA,NA
Mirafra poecilosterna,1,NA,NA,1800,0,NA,NA,NA
Mirafra pulpa,3,NA,NA,1000,500,800,300,del Hoyo (2020)
Mirafra rufa,1,NA,NA,NA,NA,300,0,del Hoyo (2020)
Mirafra rufocinnamomea,1,NA,NA,1500,0,NA,NA,NA
Mirafra sabota,1,NA,NA,1000,800,NA,NA,NA
Mirafra somalica,1,NA,NA,NA,NA,1000,0,del Hoyo (2020)
Mirafra williamsi,1,NA,NA,NA,NA,1400,600,del Hoyo (2020)
Mitrephanes olivaceus,1,2000,1000,2300,1000,2000,1000,del Hoyo (2020)
Mitrephanes phaeocercus,1,3500,100,3500,0,NA,NA,NA
Mitrospingus cassinii,1,1200,0,1200,0,NA,NA,NA
Mitrospingus oleagineus,1,1800,900,1800,900,NA,NA,NA
Mitu mitu,1,NA,NA,NA,NA,400,0,del Hoyo (2020)
Mitu salvini,1,600,0,600,0,NA,NA,NA
Mitu tomentosum,1,NA,NA,600,0,NA,NA,NA
Mitu tuberosum,1,NA,NA,1500,0,NA,NA,NA
Mniotilta varia,3,3000,0,2000,500,3000,0,del Hoyo (2020)
Modulatrix orostruthus,1,NA,NA,1700,900,NA,NA,NA
Modulatrix stictigula,1,2700,900,2700,900,NA,NA,NA
Mohoua albicilla,1,1300,0,1300,0,NA,NA,NA
Mohoua novaeseelandiae,1,NA,NA,900,0,NA,NA,NA
Mohoua ochrocephala,1,900,NA,900,0,NA,NA,NA
Molothrus aeneus,1,3000,0,3000,0,NA,NA,NA
Molothrus armenti,1,NA,NA,NA,NA,100,0,del Hoyo (2020)
Molothrus ater,3,3000,0,3000,0,NA,NA,NA
Molothrus bonariensis,1,3500,0,3500,0,NA,NA,NA
Molothrus oryzivorus,1,NA,NA,2200,0,NA,NA,NA
Molothrus rufoaxillaris,1,1800,0,1800,0,NA,NA,NA
Momotus aequatorialis,1,NA,NA,3000,1000,NA,NA,NA
Momotus mexicanus,1,1800,NA,1800,0,NA,NA,NA
Momotus momota,1,NA,NA,2150,0,2200,0,del Hoyo (2020)
Monachella muelleriana,1,2100,NA,2100,0,NA,NA,NA
Monarcha axillaris,1,2110,750,2110,750,NA,NA,NA
Monarcha barbatus,1,1200,0,1200,0,NA,NA,NA
Monarcha boanensis,1,150,0,NA,NA,NA,NA,NA
Monarcha brehmii,1,NA,NA,NA,NA,200,0,del Hoyo (2020)
Monarcha browni,1,600,0,NA,NA,NA,NA,NA
Monarcha castaneiventris,1,NA,NA,NA,NA,1500,0,del Hoyo (2020)
Monarcha castus,1,NA,NA,NA,NA,300,0,del Hoyo (2020)
Monarcha chrysomela,1,1400,0,1260,0,NA,NA,NA
Monarcha cinerascens,1,1460,0,1460,0,NA,NA,NA
Monarcha erythrostictus,1,1200,0,1200,0,NA,NA,NA
Monarcha everetti,1,NA,NA,NA,NA,500,0,del Hoyo (2020)
Monarcha frater,2,1600,0,1600,400,1600,0,del Hoyo (2020)
Monarcha godeffroyi,1,NA,NA,NA,NA,100,0,del Hoyo (2020)
Monarcha guttula,1,NA,NA,1200,0,NA,NA,NA
Monarcha infelix,1,NA,NA,NA,NA,700,0,del Hoyo (2020)
Monarcha julianae,1,NA,NA,NA,NA,100,0,del Hoyo (2020)
Monarcha leucotis,1,NA,NA,100,0,NA,NA,NA
Monarcha leucurus,1,625,0,NA,NA,NA,NA,NA
Monarcha loricatus,1,1200,NA,NA,NA,1200,0,del Hoyo (2020)
Monarcha manadensis,1,1200,NA,1200,0,NA,NA,NA
Monarcha melanopsis,3,800,0,800,0,NA,NA,NA
Monarcha menckei,1,NA,NA,NA,NA,700,0,del Hoyo (2020)
Monarcha mundus,1,NA,NA,NA,NA,300,0,del Hoyo (2020)
Monarcha pileatus,1,NA,NA,NA,NA,1200,0,del Hoyo (2020)
Monarcha richardsii,1,1100,0,NA,NA,NA,NA,NA
Monarcha rubiensis,1,280,0,280,0,NA,NA,NA
Monarcha sacerdotum,1,1000,350,NA,NA,NA,NA,NA
Monarcha takatsukasae,1,170,0,NA,NA,NA,NA,NA
Monarcha trivirgatus,1,1200,0,1200,0,NA,NA,NA
Monarcha verticalis,1,1400,NA,1400,0,NA,NA,NA
Monarcha viduus,1,800,0,NA,NA,NA,NA,NA
Monasa atra,1,1000,0,1000,0,NA,NA,NA
Monasa flavirostris,1,1400,NA,1500,0,NA,NA,NA
Monasa morphoeus,1,1350,0,1400,0,NA,NA,NA
Monasa nigrifrons,1,1000,0,1000,0,NA,NA,NA
Monias benschi,1,130,0,NA,NA,NA,NA,NA
Monticola angolensis,1,2250,0,2250,600,2300,100,del Hoyo (2020)
Monticola brevipes,1,NA,NA,2200,200,NA,NA,NA
Monticola cinclorhynchus,3,3000,610,2000,900,3000,100,del Hoyo (2020)
Monticola erythronotus,1,NA,NA,NA,NA,1300,800,del Hoyo (2020)
Monticola explorator,1,3200,0,3200,600,3200,0,del Hoyo (2020)
Monticola gularis,3,NA,NA,1650,0,1700,200,del Hoyo (2020)
Monticola imerinus,1,NA,NA,NA,NA,200,0,del Hoyo (2020)
Monticola rufiventris,1,3400,1200,3400,1200,NA,NA,NA
Monticola rufocinereus,1,NA,NA,1400,0,NA,NA,NA
Monticola rupestris,1,NA,NA,2500,0,NA,NA,NA
Monticola saxatilis,3,NA,NA,5000,0,5000,0,del Hoyo (2020)
Monticola sharpei,1,NA,NA,2500,800,NA,NA,NA
Monticola solitarius,2,4200,0,4200,0,NA,NA,NA
Montifringilla adamsi,1,5200,3500,5200,3500,NA,NA,NA
Montifringilla blanfordi,2,5500,4000,5500,4000,NA,NA,NA
Montifringilla davidiana,2,4500,1000,4500,1000,NA,NA,NA
Montifringilla nivalis,2,5300,2000,5300,2000,NA,NA,NA
Montifringilla ruficollis,2,5000,3500,5000,3500,NA,NA,NA
Montifringilla taczanowskii,2,5100,3500,5100,3500,NA,NA,NA
Montifringilla theresae,2,3000,2400,3000,2400,NA,NA,NA
Morococcyx erythropygus,1,1800,0,1800,0,NA,NA,NA
Morphnus guianensis,1,1200,NA,1800,0,1700,0,del Hoyo (2020)
Morus bassanus,2,NA,NA,150,0,200,0,del Hoyo (2020)
Morus capensis,2,NA,NA,150,0,300,0,del Hoyo (2020)
Morus serrator,2,NA,NA,150,0,300,0,del Hoyo (2020)
Motacilla aguimp,1,3000,0,3000,0,NA,NA,NA
Motacilla alba,3,5000,0,5700,0,5700,0,del Hoyo (2020)
Motacilla capensis,2,3000,0,3000,0,NA,NA,NA
Motacilla cinerea,2,4100,NA,4100,0,4100,0,del Hoyo (2020)
Motacilla citreola,3,4600,0,4600,0,NA,NA,NA
Motacilla clara,1,2000,NA,2000,0,NA,NA,NA
Motacilla flava,3,4500,0,4500,0,NA,NA,NA
Motacilla flaviventris,1,2600,0,2600,0,NA,NA,NA
Motacilla grandis,1,NA,NA,1500,0,NA,NA,NA
Motacilla madaraspatensis,1,2200,0,2200,0,NA,NA,NA
Motacilla samveasnae,1,NA,NA,915,0,NA,NA,NA
Mulleripicus fulvus,1,2200,NA,2200,0,NA,NA,NA
Mulleripicus funebris,1,1350,300,1350,300,NA,NA,NA
Mulleripicus pulverulentus,1,2000,0,2000,0,NA,NA,NA
Muscicapa adusta,1,3400,0,3400,0,NA,NA,NA
Muscicapa aquatica,1,NA,NA,1500,500,NA,NA,NA
Muscicapa boehmi,1,NA,NA,1800,800,NA,NA,NA
Muscicapa caerulescens,1,1800,NA,1800,0,NA,NA,NA
Muscicapa cassini,1,1800,NA,1800,0,NA,NA,NA
Muscicapa comitata,1,2100,NA,2100,0,NA,NA,NA
Muscicapa dauurica,3,1800,0,1800,0,NA,NA,NA
Muscicapa epulata,1,NA,NA,600,0,NA,NA,NA
Muscicapa ferruginea,1,3600,500,3300,500,NA,NA,NA
Muscicapa gambagae,1,1000,NA,2000,0,2000,0,del Hoyo (2020)
Muscicapa griseisticta,3,2000,NA,1450,0,2000,0,del Hoyo (2020)
Muscicapa infuscata,1,1600,NA,1600,0,NA,NA,NA
Muscicapa lendu,1,2150,1470,NA,NA,NA,NA,NA
Muscicapa muttui,3,1700,150,1645,0,NA,NA,NA
Muscicapa olivascens,1,NA,NA,800,0,NA,NA,NA
Muscicapa randi,2,1200,0,1000,0,NA,NA,NA
Muscicapa ruficauda,3,3600,NA,3600,1500,3600,0,del Hoyo (2020)
Muscicapa segregata,1,500,0,NA,NA,NA,NA,NA
Muscicapa sethsmithi,1,2100,0,2100,0,NA,NA,NA
Muscicapa sibirica,3,4000,NA,4000,1400,4000,0,del Hoyo (2020)
Muscicapa striata,3,3000,0,2200,0,3000,0,del Hoyo (2020)
Muscicapa tessmanni,1,NA,NA,NA,NA,600,0,del Hoyo (2020)
Muscicapa ussheri,1,NA,NA,500,0,NA,NA,NA
Muscicapella hodgsoni,1,3500,300,3500,1100,3500,300,del Hoyo (2020)
Muscigralla brevicauda,1,1500,0,1500,0,NA,NA,NA
Muscipipra vetula,2,2200,1000,2200,0,2200,0,del Hoyo (2020)
Muscisaxicola albifrons,1,5600,4000,5600,3700,NA,NA,NA
Muscisaxicola albilora,3,4000,1500,2500,1500,4000,1500,del Hoyo (2020)
Muscisaxicola alpinus,1,NA,NA,4700,3200,4700,800,del Hoyo (2020)
Muscisaxicola capistratus,3,NA,NA,4500,0,4700,0,del Hoyo (2020)
Muscisaxicola cinereus,2,NA,NA,5000,2500,5000,2500,del Hoyo (2020)
Muscisaxicola flavinucha,2,4500,0,4500,500,4500,0,del Hoyo (2020)
Muscisaxicola fluviatilis,1,1900,NA,3800,0,1900,0,del Hoyo (2020)
Muscisaxicola frontalis,3,NA,NA,NA,NA,5100,1800,del Hoyo (2020)
Muscisaxicola griseus,1,4800,2700,4800,2700,NA,NA,NA
Muscisaxicola juninensis,1,5000,3200,5000,3200,NA,NA,NA
Muscisaxicola maclovianus,3,NA,NA,1500,0,2500,0,del Hoyo (2020)
Muscisaxicola maculirostris,1,4000,0,4500,0,4000,0,del Hoyo (2020)
Muscisaxicola rufivertex,2,4500,300,4500,550,NA,NA,NA
Musophaga rossae,1,2500,0,2500,0,NA,NA,NA
Musophaga violacea,1,1000,0,1000,0,NA,NA,NA
Myadestes coloratus,1,1500,900,1500,900,NA,NA,NA
Myadestes elisabeth,1,NA,NA,2100,0,NA,NA,NA
Myadestes genibarbis,1,NA,NA,1900,0,NA,NA,NA
Myadestes lanaiensis,1,NA,NA,NA,NA,1500,1200,del Hoyo (2020)
Myadestes melanops,1,2940,0,2940,750,3000,700,del Hoyo (2020)
Myadestes obscurus,1,3000,300,NA,NA,NA,NA,NA
Myadestes occidentalis,2,3500,300,3500,600,NA,NA,NA
Myadestes palmeri,1,1300,1000,NA,NA,NA,NA,NA
Myadestes ralloides,2,2900,600,2900,350,NA,NA,NA
Myadestes townsendi,2,3500,350,3500,350,NA,NA,NA
Myadestes unicolor,2,2700,0,2700,780,2700,700,del Hoyo (2020)
Mycerobas affinis,2,4200,1800,3655,1800,4200,1000,del Hoyo (2020)
Mycerobas carnipes,1,4600,1000,4600,1100,NA,NA,NA
Mycerobas icterioides,1,3500,1500,3500,1800,3500,700,del Hoyo (2020)
Mycerobas melanozanthos,1,3600,300,3600,900,3600,300,del Hoyo (2020)
Mycteria americana,2,NA,NA,3700,0,2200,0,del Hoyo (2020)
Mycteria cinerea,2,1000,0,900,0,NA,NA,NA
Mycteria ibis,2,NA,NA,1900,0,1900,0,del Hoyo (2020)
Mycteria leucocephala,2,NA,NA,250,0,400,0,del Hoyo (2020)
Myiagra albiventris,1,NA,NA,NA,NA,1800,0,del Hoyo (2020)
Myiagra alecto,1,1280,0,1280,0,NA,NA,NA
Myiagra atra,1,400,0,NA,NA,NA,NA,NA
Myiagra azureocapilla,1,NA,NA,NA,NA,1400,0,del Hoyo (2020)
